"KZ1279_GB1420_0_0_mapq10_noDup.bed" "KZ1279_GB1422_0_0_mapq10_noDup.bed" "KZ1279_GB1424_0_0_mapq10_noDup.bed"
"7235" 16 9 0
"7236" 15 3 1
"7237" 119 12 8
"7238" 39 16 10
"7239" 16 4 0
"7240" 190 35 16
"7241" 11 4 3
"7242" 81 9 8
"7243" 8 1 1
"7244" 14 9 11
"7245" 191 55 26
"7246" 7 2 0
"7247" 63 23 0
"7248" 3 1 1
"7249" 0 2 0
"7250" 7 2 0
"7251" 8 11 2
"7252" 17 6 3
"7253" 6 0 1
"7254" 15 5 1
"7255" 12 0 1
"7256" 118 20 15
"7257" 9 0 0
"7258" 2 3 1
"7259" 15 6 2
"7260" 160 20 19
"7261" 19 5 1
"7262" 16 6 1
"7263" 181 31 21
"7264" 17 1 3
"7265" 31 6 1
"7266" 9 4 1
"7267" 115 7 1
"7268" 34 4 1
"7269" 156 25 17
"7270" 6 2 2
"7271" 15 8 1
"7272" 33 6 3
"7273" 12 20 1
"7274" 178 28 24
"7275" 15 3 0
"7276" 14 1 1
"7277" 10 5 0
"7278" 7 3 0
"7279" 15 3 1
"7280" 6 5 0
"7281" 13 9 0
"7282" 4 1 0
"7283" 13 2 1
"7284" 12 1 0
"7285" 11 2 1
"7286" 84 11 12
"7287" 21 1 2
"7288" 112 20 14
"7289" 109 36 23
"7290" 5 4 0
"7291" 3 1 0
"7292" 113 19 9
"7293" 129 31 20
"7294" 14 5 1
"7295" 3 0 0
"7296" 7 0 0
"7297" 20 5 0
"7298" 44 3 0
"7299" 366 51 7
"7300" 3 0 0
"7301" 58 15 8
"7302" 12 3 1
"7303" 106 18 13
"7304" 7 0 2
"7305" 7 3 4
"7306" 7 4 3
"7307" 2 2 0
"7308" 79 6 12
"7309" 4 1 0
"7310" 10 3 0
"7311" 6 7 1
"7312" 7 1 1
"7313" 5 0 0
"7314" 6 4 0
"7315" 6 1 0
"7316" 6 2 3
"7317" 11 2 1
"7318" 9 2 1
"7319" 13 2 2
"7320" 7 0 0
"7321" 7 8 3
"7322" 4 10 2
"7323" 165 31 17
"7324" 57 26 3
"7325" 19 11 1
"7326" 9 0 0
"7327" 4 9 0
"7328" 10 6 1
"7329" 1 9 0
"7330" 13 0 0
"7331" 49 6 5
"7332" 61 8 14
"7333" 56 6 10
"7334" 70 11 11
"7335" 16 3 1
"7336" 1 2 1
"7337" 5 3 1
"7338" 9 13 18
"7339" 10 5 0
"7340" 14 2 3
"7341" 33 10 2
"7342" 28 9 3
"7343" 20 5 0
"7344" 14 10 1
"7345" 29 5 1
"7346" 15 3 4
"7347" 268 56 34
"7348" 54 6 6
"7349" 17 5 3
"7350" 12 1 2
"7351" 21 6 7
"7352" 136 13 20
"7353" 11 0 1
"7354" 4 1 0
"7355" 330 72 31
"7356" 24 3 2
"7357" 66 7 7
"7358" 14 1 2
"7359" 9 7 10
"7360" 1 2 1
"7361" 28 2 1
"7362" 9 1 2
"7363" 110 20 12
"7364" 33 6 14
"7365" 128 9 13
"7366" 21 2 3
"7367" 79 33 18
"7368" 87 19 8
"7369" 22 3 1
"7370" 8 2 1
"7371" 6 1 1
"7372" 7 2 5
"7373" 17 3 2
"7374" 14 5 1
"7375" 47 7 9
"7376" 9 3 2
"7377" 340 65 45
"7378" 27 2 0
"7379" 13 4 1
"7380" 28 5 3
"7381" 56 14 3
"7382" 7 0 1
"7383" 14 3 4
"7384" 9 0 4
"7385" 140 15 11
"7386" 6 4 0
"7387" 51 9 3
"7388" 22 4 2
"7389" 65 11 10
"7390" 4 1 2
"7391" 82 12 7
"7392" 206 57 27
"7393" 182 31 21
"7394" 162 26 19
"7395" 159 30 11
"7396" 134 43 22
"7397" 21 4 0
"7398" 92 21 12
"7399" 5 4 3
"7400" 5 2 6
"7401" 31 29 37
"7402" 7 3 1
"7403" 9 4 4
"7404" 3 10 5
"7405" 11 7 6
"7406" 17 10 12
"7407" 5 6 1
"7408" 6 6 2
"7409" 2 6 3
"7410" 9 3 1
"7411" 33 16 1
"7412" 2 2 3
"7413" 5 3 0
"7414" 2 3 0
"7415" 17 4 2
"7416" 9 1 1
"7417" 12 2 1
"7418" 60 4 0
"7419" 155 25 12
"7420" 24 5 0
"7421" 17 19 1
"7422" 3 6 0
"7423" 9 1 0
"7424" 1 3 0
"7425" 7 1 0
"7426" 23 3 0
"7427" 13 2 0
"7428" 18 2 0
"7429" 124 29 19
"7430" 108 23 13
"7431" 2 1 1
"7432" 16 6 2
"7433" 2 6 5
"7434" 5 2 1
"7435" 16 5 1
"7436" 4 6 0
"7437" 9 7 2
"7438" 1 9 0
"7439" 10 21 28
"7440" 4 0 0
"7441" 0 0 0
"7442" 7 2 0
"7443" 11 0 0
"7444" 8 2 2
"7445" 20 0 2
"7446" 22 3 3
"7447" 60 12 18
"7448" 35 7 18
"7449" 5 0 0
"7450" 3 2 0
"7451" 11 2 0
"7452" 14 8 16
"7453" 125 16 29
"7454" 42 9 12
"7455" 3 2 0
"7456" 21 10 2
"7457" 5 2 0
"7458" 84 19 11
"7459" 25 4 15
"7460" 158 14 12
"7461" 3 2 4
"7462" 22 14 15
"7463" 10 3 8
"7464" 21 13 11
"7465" 6 3 0
"7466" 192 26 30
"7467" 113 22 19
"7468" 10 1 1
"7469" 52 16 11
"7470" 2 3 1
"7471" 11 7 1
"7472" 19 2 0
"7473" 141 23 24
"7474" 65 14 3
"7475" 19 5 7
"7476" 13 4 0
"7477" 26 3 3
"7478" 154 25 12
"7479" 128 18 4
"7480" 8 4 0
"7481" 20 5 1
"7482" 59 18 7
"7483" 6 3 3
"7484" 111 24 15
"7485" 76 23 15
"7486" 27 5 2
"7487" 10 3 3
"7488" 38 8 1
"7489" 33 4 2
"7490" 117 23 19
"7491" 28 6 3
"7492" 7 11 6
"7493" 2 2 1
"7494" 377 55 6
"7495" 40 5 3
"7496" 37 5 1
"7497" 5 17 0
"7498" 5 3 0
"7499" 21 4 2
"7500" 13 3 1
"7501" 26 5 5
"7502" 6 1 0
"7503" 4 12 2
"7504" 7 6 1
"7505" 3 4 1
"7506" 62 11 7
"7507" 134 25 16
"7508" 131 14 9
"7509" 20 3 0
"7510" 77 17 10
"7511" 17 5 1
"7512" 39 13 6
"7513" 74 11 2
"7514" 12 3 0
"7515" 74 23 11
"7516" 220 44 20
"7517" 12 10 0
"7518" 141 25 17
"7519" 18 3 2
"7520" 13 4 8
"7521" 21 12 1
"7522" 23 1 0
"7523" 3 5 3
"7524" 37 7 2
"7525" 20 8 2
"7526" 162 46 23
"7527" 224 49 38
"7528" 56 3 6
"7529" 18 5 0
"7530" 48 18 2
"7531" 40 5 8
"7532" 9 6 2
"7533" 11 3 2
"7534" 11 4 3
"7535" 13 2 3
"7536" 9 6 0
"7537" 10 9 1
"7538" 17 13 1
"7539" 30 12 6
"7540" 9 7 0
"7541" 21 1 0
"7542" 12 8 1
"7543" 3 3 1
"7544" 2 1 1
"7545" 11 2 2
"7546" 4 2 0
"7547" 0 0 0
"7548" 4 0 0
"7549" 2 1 0
"7550" 2 1 0
"7551" 4 0 2
"7552" 5 2 0
"7553" 3 2 0
"7554" 11 0 1
"7555" 8 11 2
"7556" 5 1 1
"7557" 4 0 4
"7558" 7 4 0
"7559" 6 6 1
"7560" 3 1 2
"7561" 2 1 0
"7562" 3 0 3
"7563" 18 1 1
"7564" 5 0 1
"7565" 98 28 23
"7566" 12 2 8
"7567" 73 13 15
"7568" 9 2 0
"7569" 7 0 0
"7570" 96 28 12
"7571" 216 53 25
"7572" 102 21 9
"7573" 111 22 17
"7574" 27 11 0
"7575" 233 52 27
"7576" 116 32 18
"7577" 148 24 5
"7578" 62 8 8
"7579" 0 0 1
"7580" 7 3 0
"7581" 7 4 0
"7582" 5 1 0
"7583" 5 10 12
"7584" 1 0 3
"7585" 10 2 0
"7586" 71 9 10
"7587" 189 45 25
"7588" 34 10 2
"7589" 3 2 0
"7590" 13 3 3
"7591" 16 1 3
"7592" 18 1 0
"7593" 53 8 0
"7594" 197 19 2
"7595" 13 4 1
"7596" 18 4 2
"7597" 78 9 3
"7598" 88 4 4
"7599" 244 8 2
"7600" 19 2 1
"7601" 4 1 1
"7602" 6 0 1
"7603" 10 5 1
"7604" 2 7 0
"7605" 19 4 3
"7606" 5 1 0
"7607" 8 4 1
"7608" 4 3 0
"7609" 149 42 19
"7610" 13 2 0
"7611" 54 6 8
"7612" 165 48 16
"7613" 9 1 0
"7614" 127 15 2
"7615" 148 19 21
"7616" 39 10 2
"7617" 17 9 4
"7618" 70 27 6
"7619" 23 5 3
"7620" 9 2 3
"7621" 27 4 1
"7622" 13 3 2
"7623" 7 5 2
"7624" 76 27 11
"7625" 95 29 15
"7626" 18 7 4
"7627" 5 8 2
"7628" 12 5 2
"7629" 22 6 1
"7630" 5 7 0
"7631" 5 7 0
"7632" 17 5 0
"7633" 3 5 1
"7634" 24 9 2
"7635" 11 3 1
"7636" 2 12 2
"7637" 350 45 20
"7638" 54 8 1
"7639" 126 28 22
"7640" 163 44 35
"7641" 22 6 1
"7642" 9 4 0
"7643" 3 2 2
"7644" 4 1 0
"7645" 248 34 25
"7646" 35 3 5
"7647" 120 18 14
"7648" 12 1 1
"7649" 5 14 2
"7650" 9 5 0
"7651" 22 1 2
"7652" 10 4 4
"7653" 2 1 1
"7654" 107 6 2
"7655" 47 10 2
"7656" 5 0 0
"7657" 5 3 0
"7658" 154 15 14
"7659" 46 12 9
"7660" 7 1 0
"7661" 3 4 0
"7662" 4 1 0
"7663" 3 2 0
"7664" 154 16 14
"7665" 18 6 1
"7666" 7 6 2
"7667" 5 11 3
"7668" 4 6 3
"7669" 21 7 0
"7670" 17 1 1
"7671" 4 2 1
"7672" 6 2 1
"7673" 10 3 0
"7674" 8 1 3
"7675" 7 3 1
"7676" 24 3 2
"7677" 147 1 2
"7678" 14 1 0
"7679" 7 0 0
"7680" 6 1 0
"7681" 19 2 0
"7682" 65 15 8
"7683" 40 5 1
"7684" 7 0 0
"7685" 3 2 0
"7686" 2 1 0
"7687" 18 2 3
"7688" 27 5 1
"7689" 10 2 3
"7690" 7 3 1
"7691" 243 51 15
"7692" 269 54 26
"7693" 3 2 0
"7694" 18 5 1
"7695" 10 3 0
"7696" 7 4 0
"7697" 129 20 12
"7698" 360 68 31
"7699" 161 34 15
"7700" 142 25 10
"7701" 49 17 3
"7702" 21 1 1
"7703" 82 5 5
"7704" 104 17 7
"7705" 1 4 1
"7706" 29 6 7
"7707" 71 12 9
"7708" 80 16 7
"7709" 128 17 10
"7710" 8 3 1
"7711" 15 1 1
"7712" 7 1 1
"7713" 13 4 5
"7714" 5 1 0
"7715" 8 2 2
"7716" 15 4 2
"7717" 8 7 4
"7718" 6 16 3
"7719" 1 4 0
"7720" 4 8 0
"7721" 5 5 1
"7722" 74 12 1
"7723" 8 3 1
"7724" 5 2 1
"7725" 10 1 1
"7726" 3 3 2
"7727" 8 4 0
"7728" 9 1 0
"7729" 5 2 0
"7730" 3 1 1
"7731" 7 1 1
"7732" 4 0 1
"7733" 73 10 0
"7734" 3 1 0
"7735" 3 3 1
"7736" 13 6 1
"7737" 13 1 0
"7738" 9 3 0
"7739" 6 2 0
"7740" 14 5 2
"7741" 38 4 2
"7742" 15 3 0
"7743" 66 22 2
"7744" 11 1 1
"7745" 16 4 1
"7746" 36 18 6
"7747" 7 7 4
"7748" 109 35 14
"7749" 136 16 24
"7750" 30 10 4
"7751" 17 3 5
"7752" 22 4 1
"7753" 35 2 2
"7754" 28 6 3
"7755" 55 9 8
"7756" 11 1 0
"7757" 10 1 1
"7758" 58 19 9
"7759" 158 22 13
"7760" 26 5 1
"7761" 5 1 0
"7762" 17 4 0
"7763" 27 10 0
"7764" 18 2 2
"7765" 24 3 0
"7766" 74 12 2
"7767" 98 9 0
"7768" 49 12 3
"7769" 54 9 7
"7770" 15 5 2
"7771" 10 4 0
"7772" 12 5 1
"7773" 0 31 10
"7774" 31 3 0
"7775" 12 1 1
"7776" 39 4 1
"7777" 9 8 3
"7778" 20 11 5
"7779" 6 3 4
"7780" 15 3 2
"7781" 19 9 13
"7782" 10 6 7
"7783" 20 6 2
"7784" 26 8 4
"7785" 11 3 1
"7786" 9 1 1
"7787" 40 12 5
"7788" 32 4 5
"7789" 17 1 1
"7790" 150 22 24
"7791" 40 3 4
"7792" 18 3 10
"7793" 8 5 8
"7794" 14 4 2
"7795" 10 18 11
"7796" 132 9 10
"7797" 25 5 0
"7798" 121 12 16
"7799" 10 3 5
"7800" 20 1 0
"7801" 20 4 4
"7802" 1 3 0
"7803" 9 5 0
"7804" 2 7 0
"7805" 0 3 0
"7806" 17 4 2
"7807" 104 12 13
"7808" 2 2 0
"7809" 25 4 2
"7810" 9 2 0
"7811" 17 9 1
"7812" 9 5 4
"7813" 3 3 1
"7814" 6 1 1
"7815" 79 16 12
"7816" 18 0 1
"7817" 7 4 1
"7818" 22 3 4
"7819" 26 4 3
"7820" 10 1 2
"7821" 189 17 17
"7822" 43 12 5
"7823" 2 1 3
"7824" 64 17 6
"7825" 8 3 3
"7826" 60 10 11
"7827" 1 2 2
"7828" 21 34 23
"7829" 59 15 7
"7830" 116 34 13
"7831" 7 9 5
"7832" 85 19 10
"7833" 20 2 1
"7834" 21 4 1
"7835" 27 7 2
"7836" 4 7 1
"7837" 89 22 13
"7838" 126 16 10
"7839" 145 32 17
"7840" 104 23 13
"7841" 2 5 0
"7842" 104 22 18
"7843" 18 11 4
"7844" 187 24 18
"7845" 183 12 23
"7846" 123 28 2
"7847" 69 13 10
"7848" 112 33 11
"7849" 54 5 1
"7850" 8 2 1
"7851" 19 5 1
"7852" 19 7 3
"7853" 9 6 2
"7854" 101 27 25
"7855" 4 2 0
"7856" 10 7 11
"7857" 76 13 19
"7858" 55 10 9
"7859" 14 15 4
"7860" 75 14 13
"7861" 73 12 10
"7862" 61 10 13
"7863" 63 4 10
"7864" 50 7 9
"7865" 6 9 4
"7866" 68 27 9
"7867" 20 6 9
"7868" 65 8 11
"7869" 93 19 9
"7870" 72 15 9
"7871" 110 23 10
"7872" 86 16 12
"7873" 2 5 0
"7874" 5 9 4
"7875" 6 8 0
"7876" 12 15 2
"7877" 132 40 13
"7878" 12 7 2
"7879" 6 2 2
"7880" 27 5 13
"7881" 5 4 1
"7882" 34 6 5
"7883" 117 35 20
"7884" 85 17 7
"7885" 130 25 10
"7886" 115 51 17
"7887" 93 22 17
"7888" 38 3 3
"7889" 28 14 17
"7890" 2 0 2
"7891" 11 5 2
"7892" 8 5 2
"7893" 75 26 13
"7894" 216 59 9
"7895" 20 3 7
"7896" 26 1 3
"7897" 28 6 2
"7898" 13 4 0
"7899" 10 1 1
"7900" 7 1 0
"7901" 31 2 0
"7902" 18 6 2
"7903" 34 2 1
"7904" 57 17 1
"7905" 13 6 0
"7906" 21 6 0
"7907" 20 3 2
"7908" 19 5 4
"7909" 23 1 0
"7910" 28 9 2
"7911" 281 32 19
"7912" 130 17 10
"7913" 100 22 10
"7914" 3 4 1
"7915" 7 2 2
"7916" 0 0 0
"7917" 26 4 3
"7918" 4 4 0
"7919" 3 1 1
"7920" 4 5 0
"7921" 18 21 3
"7922" 3 6 2
"7923" 9 8 2
"7924" 15 5 3
"7925" 9 1 1
"7926" 4 10 0
"7927" 16 2 2
"7928" 9 5 0
"7929" 59 16 7
"7930" 186 47 11
"7931" 46 9 6
"7932" 74 14 6
"7933" 74 26 55
"7934" 114 21 8
"7935" 12 2 1
"7936" 5 7 6
"7937" 143 25 9
"7938" 12 3 2
"7939" 31 8 3
"7940" 70 17 3
"7941" 52 12 5
"7942" 77 26 10
"7943" 19 5 0
"7944" 0 7 0
"7945" 43 11 6
"7946" 125 9 4
"7947" 22 2 3
"7948" 295 34 11
"7949" 87 7 6
"7950" 6 13 2
"7951" 9 21 4
"7952" 7 3 0
"7953" 1 3 1
"7954" 11 3 1
"7955" 10 7 2
"7956" 68 19 8
"7957" 25 18 6
"7958" 277 62 23
"7959" 6 6 5
"7960" 23 9 4
"7961" 5 2 0
"7962" 8 5 8
"7963" 24 15 2
"7964" 41 13 7
"7965" 41 13 4
"7966" 128 32 9
"7967" 50 8 6
"7968" 52 12 5
"7969" 199 43 23
"7970" 7 5 2
"7971" 6 1 2
"7972" 48 16 3
"7973" 58 9 7
"7974" 153 37 8
"7975" 92 22 10
"7976" 97 22 7
"7977" 22 2 0
"7978" 130 24 8
"7979" 115 36 12
"7980" 110 30 10
"7981" 36 6 2
"7982" 2 16 2
"7983" 47 9 8
"7984" 92 19 9
"7985" 120 20 10
"7986" 26 5 2
"7987" 7 3 0
"7988" 35 10 4
"7989" 29 13 3
"7990" 9 9 3
"7991" 125 35 9
"7992" 92 26 6
"7993" 138 33 16
"7994" 30 5 1
"7995" 8 2 1
"7996" 5 12 5
"7997" 8 4 2
"7998" 13 3 2
"7999" 95 12 8
"8000" 4 1 1
"8001" 94 18 8
"8002" 4 1 7
"8003" 4 1 3
"8004" 19 6 2
"8005" 28 5 0
"8006" 10 2 2
"8007" 8 1 0
"8008" 297 13 4
"8009" 84 9 1
"8010" 8 1 1
"8011" 11 2 1
"8012" 7 8 0
"8013" 120 24 24
"8014" 162 39 13
"8015" 22 4 13
"8016" 30 4 4
"8017" 39 6 1
"8018" 156 25 3
"8019" 33 8 1
"8020" 115 18 4
"8021" 101 17 12
"8022" 34 5 1
"8023" 90 22 8
"8024" 6 8 1
"8025" 10 1 0
"8026" 19 5 1
"8027" 29 6 3
"8028" 70 12 10
"8029" 14 15 9
"8030" 8 4 3
"8031" 53 10 1
"8032" 4 12 2
"8033" 4 9 4
"8034" 24 3 0
"8035" 129 12 6
"8036" 4 6 1
"8037" 26 7 2
"8038" 23 0 0
"8039" 42 9 5
"8040" 33 5 6
"8041" 50 5 1
"8042" 59 11 1
"8043" 3 3 1
"8044" 28 7 1
"8045" 36 3 5
"8046" 45 6 4
"8047" 15 2 1
"8048" 101 21 3
"8049" 13 2 0
"8050" 151 30 18
"8051" 14 4 1
"8052" 13 3 0
"8053" 7 5 0
"8054" 247 54 3
"8055" 7 7 0
"8056" 8 1 2
"8057" 48 13 4
"8058" 11 5 6
"8059" 7 3 2
"8060" 3 5 1
"8061" 20 5 0
"8062" 106 24 2
"8063" 91 17 12
"8064" 15 2 0
"8065" 28 5 2
"8066" 100 9 12
"8067" 19 2 2
"8068" 167 32 15
"8069" 14 10 3
"8070" 11 15 7
"8071" 3 10 2
"8072" 4 7 0
"8073" 23 27 17
"8074" 4 1 2
"8075" 7 3 2
"8076" 20 4 1
"8077" 12 5 1
"8078" 58 9 13
"8079" 8 1 1
"8080" 6 7 0
"8081" 77 14 2
"8082" 24 3 1
"8083" 21 6 1
"8084" 128 33 13
"8085" 74 14 5
"8086" 2 2 1
"8087" 91 22 5
"8088" 133 38 11
"8089" 118 35 12
"8090" 124 35 9
"8091" 23 6 2
"8092" 79 17 4
"8093" 81 19 6
"8094" 117 21 9
"8095" 31 3 2
"8096" 131 16 6
"8097" 194 31 21
"8098" 40 14 4
"8099" 116 19 1
"8100" 12 10 4
"8101" 4 1 0
"8102" 1 7 4
"8103" 8 1 2
"8104" 18 2 2
"8105" 21 9 5
"8106" 44 3 4
"8107" 233 55 22
"8108" 27 14 2
"8109" 3 6 3
"8110" 6 6 2
"8111" 26 10 19
"8112" 62 6 4
"8113" 145 39 13
"8114" 15 7 3
"8115" 31 7 4
"8116" 43 7 7
"8117" 83 30 8
"8118" 117 18 5
"8119" 78 22 6
"8120" 109 28 13
"8121" 107 26 6
"8122" 16 6 1
"8123" 11 5 0
"8124" 37 8 0
"8125" 11 4 1
"8126" 13 3 4
"8127" 12 1 2
"8128" 37 12 5
"8129" 116 13 4
"8130" 52 10 7
"8131" 87 28 6
"8132" 102 26 8
"8133" 5 9 4
"8134" 121 25 20
"8135" 95 21 13
"8136" 9 6 2
"8137" 22 6 5
"8138" 9 4 2
"8139" 55 17 11
"8140" 9 1 1
"8141" 480 117 77
"8142" 40 23 13
"8143" 16 6 2
"8144" 68 6 3
"8145" 14 3 2
"8146" 42 4 1
"8147" 142 32 10
"8148" 118 19 16
"8149" 3 5 2
"8150" 60 24 3
"8151" 33 12 1
"8152" 98 16 6
"8153" 104 18 6
"8154" 185 31 13
"8155" 100 17 9
"8156" 36 13 6
"8157" 79 18 6
"8158" 8 3 0
"8159" 170 27 37
"8160" 24 3 2
"8161" 20 21 15
"8162" 110 16 10
"8163" 97 14 8
"8164" 10 10 5
"8165" 4 7 5
"8166" 69 19 5
"8167" 64 19 5
"8168" 146 39 6
"8169" 103 24 6
"8170" 320 68 23
"8171" 124 21 12
"8172" 69 18 9
"8173" 122 32 8
"8174" 106 29 12
"8175" 94 19 6
"8176" 123 27 11
"8177" 47 17 1
"8178" 114 20 6
"8179" 123 43 4
"8180" 6 1 0
"8181" 12 2 0
"8182" 88 10 0
"8183" 211 25 16
"8184" 23 2 1
"8185" 35 8 3
"8186" 23 3 0
"8187" 15 3 0
"8188" 235 36 8
"8189" 20 6 3
"8190" 276 53 36
"8191" 24 2 1
"8192" 203 31 8
"8193" 106 15 4
"8194" 105 18 10
"8195" 199 19 9
"8196" 58 5 5
"8197" 270 29 8
"8198" 2 15 3
"8199" 6 0 0
"8200" 5 4 3
"8201" 7 2 0
"8202" 7 3 0
"8203" 165 39 20
"8204" 24 14 1
"8205" 6 9 0
"8206" 5 7 0
"8207" 8 24 1
"8208" 114 14 5
"8209" 168 30 18
"8210" 6 0 1
"8211" 15 3 0
"8212" 27 8 4
"8213" 12 3 1
"8214" 137 34 21
"8215" 3 13 4
"8216" 19 3 1
"8217" 76 3 7
"8218" 11 1 0
"8219" 21 4 1
"8220" 67 10 7
"8221" 111 15 17
"8222" 38 3 1
"8223" 68 9 19
"8224" 179 48 20
"8225" 48 8 11
"8226" 95 23 21
"8227" 57 9 8
"8228" 66 20 8
"8229" 104 19 10
"8230" 115 11 8
"8231" 74 10 12
"8232" 71 10 4
"8233" 139 20 10
"8234" 39 4 2
"8235" 55 15 17
"8236" 191 43 16
"8237" 145 35 12
"8238" 201 40 16
"8239" 20 3 1
"8240" 19 3 0
"8241" 55 25 1
"8242" 17 32 1
"8243" 11 14 4
"8244" 124 12 5
"8245" 123 17 7
"8246" 65 16 9
"8247" 42 16 13
"8248" 131 36 32
"8249" 11 1 1
"8250" 73 24 15
"8251" 10 3 0
"8252" 162 29 11
"8253" 25 4 2
"8254" 25 7 6
"8255" 48 9 2
"8256" 130 31 15
"8257" 9 4 2
"8258" 15 3 1
"8259" 98 18 3
"8260" 47 11 4
"8261" 8 7 3
"8262" 12 3 3
"8263" 15 23 4
"8264" 9 5 4
"8265" 90 28 15
"8266" 112 20 13
"8267" 23 11 0
"8268" 1 4 2
"8269" 140 42 17
"8270" 52 9 5
"8271" 12 3 0
"8272" 28 15 1
"8273" 11 6 1
"8274" 29 11 1
"8275" 77 19 11
"8276" 71 15 12
"8277" 169 29 12
"8278" 4 8 2
"8279" 102 17 10
"8280" 93 14 11
"8281" 36 9 2
"8282" 100 17 9
"8283" 25 8 4
"8284" 59 11 6
"8285" 6 6 0
"8286" 78 5 2
"8287" 121 25 18
"8288" 25 7 0
"8289" 25 5 1
"8290" 10 5 1
"8291" 87 12 12
"8292" 167 40 15
"8293" 24 2 7
"8294" 18 16 3
"8295" 70 23 1
"8296" 9 11 5
"8297" 130 33 9
"8298" 14 4 0
"8299" 15 4 1
"8300" 63 15 11
"8301" 64 14 6
"8302" 165 21 13
"8303" 20 5 1
"8304" 11 8 6
"8305" 125 24 8
"8306" 144 22 19
"8307" 33 9 9
"8308" 125 20 30
"8309" 105 27 12
"8310" 91 20 5
"8311" 0 5 0
"8312" 12 5 1
"8313" 18 3 1
"8314" 102 29 10
"8315" 33 5 6
"8316" 4 3 0
"8317" 9 10 2
"8318" 56 12 5
"8319" 67 13 6
"8320" 10 10 1
"8321" 66 21 5
"8322" 93 11 9
"8323" 131 46 14
"8324" 24 9 0
"8325" 29 7 5
"8326" 40 15 3
"8327" 19 8 2
"8328" 82 9 10
"8329" 152 14 2
"8330" 15 1 1
"8331" 61 11 1
"8332" 84 12 2
"8333" 14 5 1
"8334" 111 22 12
"8335" 75 20 6
"8336" 152 48 18
"8337" 205 32 4
"8338" 47 13 4
"8339" 47 13 5
"8340" 144 27 2
"8341" 17 2 2
"8342" 14 5 2
"8343" 7 2 1
"8344" 77 27 13
"8345" 103 20 6
"8346" 209 31 18
"8347" 9 7 1
"8348" 119 19 13
"8349" 200 22 6
"8350" 221 60 34
"8351" 19 2 1
"8352" 87 15 5
"8353" 111 22 9
"8354" 219 17 17
"8355" 176 36 24
"8356" 206 50 23
"8357" 95 13 7
"8358" 104 14 3
"8359" 79 13 7
"8360" 157 33 13
"8361" 177 44 16
"8362" 119 23 13
"8363" 71 15 8
"8364" 97 24 14
"8365" 165 22 8
"8366" 28 13 6
"8367" 6 16 10
"8368" 129 18 7
"8369" 18 4 0
"8370" 169 24 14
"8371" 102 24 1
"8372" 245 63 8
"8373" 2 1 0
"8374" 120 25 18
"8375" 15 6 5
"8376" 34 3 3
"8377" 138 21 12
"8378" 135 25 14
"8379" 3 5 2
"8380" 102 16 11
"8381" 38 9 9
"8382" 87 34 38
"8383" 80 14 5
"8384" 127 22 5
"8385" 179 23 10
"8386" 105 23 10
"8387" 308 27 26
"8388" 132 13 6
"8389" 11 9 2
"8390" 5 10 2
"8391" 11 4 4
"8392" 90 19 10
"8393" 90 10 7
"8394" 85 11 0
"8395" 8 3 0
"8396" 208 41 10
"8397" 103 16 7
"8398" 26 5 1
"8399" 11 3 1
"8400" 21 4 5
"8401" 50 12 25
"8402" 296 38 33
"8403" 99 9 15
"8404" 265 43 16
"8405" 8 5 7
"8406" 15 8 1
"8407" 12 6 1
"8408" 36 1 1
"8409" 76 15 7
"8410" 19 8 1
"8411" 10 3 3
"8412" 3 2 10
"8413" 5 3 2
"8414" 9 1 1
"8415" 3 6 1
"8416" 3 0 1
"8417" 78 20 8
"8418" 57 11 2
"8419" 203 27 14
"8420" 66 14 14
"8421" 101 14 10
"8422" 89 14 2
"8423" 165 23 14
"8424" 7 13 0
"8425" 5 8 3
"8426" 15 7 5
"8427" 1035 133 13
"8428" 107 26 5
"8429" 432 94 56
"8430" 31 7 5
"8431" 199 29 28
"8432" 55 8 7
"8433" 454 60 5
"8434" 100 19 4
"8435" 34 8 4
"8436" 72 5 6
"8437" 51 8 2
"8438" 55 25 3
"8439" 67 28 4
"8440" 203 25 10
"8441" 2 6 0
"8442" 69 13 6
"8443" 130 31 9
"8444" 19 13 5
"8445" 144 19 11
"8446" 59 11 3
"8447" 18 3 2
"8448" 168 29 17
"8449" 83 13 4
"8450" 128 24 13
"8451" 125 16 7
"8452" 10 4 2
"8453" 41 11 6
"8454" 9 4 4
"8455" 86 17 4
"8456" 114 19 15
"8457" 52 9 2
"8458" 12 6 2
"8459" 37 15 5
"8460" 108 21 24
"8461" 174 19 9
"8462" 4 2 3
"8463" 71 22 3
"8464" 8 9 0
"8465" 128 19 5
"8466" 138 25 7
"8467" 104 17 8
"8468" 255 38 22
"8469" 226 63 16
"8470" 261 46 24
"8471" 148 23 8
"8472" 222 43 17
"8473" 140 31 8
"8474" 103 20 7
"8475" 33 8 1
"8476" 4 3 0
"8477" 8 0 0
"8478" 135 17 14
"8479" 123 17 11
"8480" 86 46 13
"8481" 8 1 0
"8482" 34 11 3
"8483" 3 2 0
"8484" 16 4 0
"8485" 15 6 1
"8486" 15 3 3
"8487" 5 1 1
"8488" 35 2 3
"8489" 121 29 19
"8490" 4 4 0
"8491" 143 37 11
"8492" 78 22 3
"8493" 41 7 1
"8494" 109 16 9
"8495" 75 16 8
"8496" 25 1 1
"8497" 6 3 2
"8498" 202 44 11
