"KZ730-GA6909_0_0_mapq10_noDup.bed" "Lit_ESC_H3K4me3_0_0_mapq10_noDup.bed" "Lit_naive_H3K4me3_0_0_mapq10_noDup.bed"
"1313" 3 30 5
"1314" 99 2 3
"1315" 1033 124 73
"1316" 164 22 111
"1317" 344 69 89
"1318" 1256 224 137
"1319" 166 4 8
"1320" 927 123 164
"1321" 59 4 1
"1322" 21 44 5
"1323" 616 136 146
"1324" 13 60 11
"1325" 1170 63 168
"1326" 547 27 114
"1327" 918 123 185
"1328" 341 60 27
"1329" 1170 157 150
"1330" 11 1 20
"1331" 5 2 21
"1332" 4 35 1
"1333" 17 15 38
"1334" 11 23 2
"1335" 72 0 0
"1336" 90 2 1
"1337" 937 168 192
"1338" 8 9 64
"1339" 744 138 3
"1340" 198 15 1
"1341" 74 2 1
"1342" 81 3 1
"1343" 448 91 70
"1344" 10 0 31
"1345" 679 99 102
"1346" 742 116 103
"1347" 99 2 3
"1348" 767 62 91
"1349" 697 58 119
"1350" 217 2 10
"1351" 138 2 14
"1352" 4 40 4
"1353" 6 2 27
"1354" 4 0 18
"1355" 78 0 0
"1356" 71 1 3
"1357" 73 3 1
"1358" 1403 59 276
"1359" 70 1 4
"1360" 71 0 1
"1361" 800 50 62
"1362" 95 1 3
"1363" 4 1 27
"1364" 221 2 3
"1365" 945 60 184
"1366" 6 1 23
"1367" 7 31 1
"1368" 5 2 12
"1369" 320 61 2
"1370" 564 77 145
"1371" 573 98 83
"1372" 447 19 82
"1373" 738 169 146
"1374" 2 22 0
"1375" 102 5 1
"1376" 469 35 8
"1377" 100 1 2
"1378" 82 0 0
"1379" 90 0 2
"1380" 56 1 2
"1381" 395 29 5
"1382" 807 129 151
"1383" 6 27 2
"1384" 125 1 3
"1385" 515 55 92
"1386" 0 0 38
"1387" 92 0 2
"1388" 80 0 6
"1389" 74 1 2
"1390" 104 0 1
"1391" 110 1 1
"1392" 59 0 2
"1393" 229 2 4
"1394" 87 1 5
"1395" 130 2 4
"1396" 86 0 3
"1397" 621 160 54
"1398" 56 2 0
"1399" 74 0 0
"1400" 459 1 2
"1401" 143 3 1
"1402" 55 1 3
"1403" 426 109 18
"1404" 59 0 1
"1405" 1097 127 10
"1406" 1 0 36
"1407" 595 52 36
"1408" 87 0 0
"1409" 93 0 1
"1410" 11 28 4
"1411" 178 1 4
"1412" 594 69 120
"1413" 62 1 2
"1414" 738 82 97
"1415" 809 15 7
"1416" 914 57 98
"1417" 653 110 77
"1418" 220 68 55
"1419" 467 31 100
"1420" 7 1 20
"1421" 77 0 4
"1422" 124 13 80
"1423" 453 29 16
"1424" 354 47 66
"1425" 1230 141 303
"1426" 10 2 39
"1427" 1135 167 164
"1428" 105 0 2
"1429" 73 0 5
"1430" 82 1 4
"1431" 1021 123 39
"1432" 72 1 10
"1433" 482 91 32
"1434" 76 1 2
"1435" 78 1 1
"1436" 757 133 112
"1437" 84 0 39
"1438" 171 3 7
"1439" 275 34 50
"1440" 5 2 34
"1441" 633 11 166
"1442" 1033 132 78
"1443" 2 25 0
"1444" 37 0 1
"1445" 168 2 2
"1446" 140 0 5
"1447" 512 19 64
"1448" 172 0 4
"1449" 97 3 3
"1450" 210 2 1
"1451" 506 52 1
"1452" 95 0 1
"1453" 5 35 12
"1454" 583 110 87
"1455" 6 32 11
"1456" 80 0 3
"1457" 557 57 139
"1458" 96 3 29
"1459" 54 3 491
"1460" 140 0 25
"1461" 91 0 1
"1462" 26 6 206
"1463" 6 14 60
"1464" 272 2 3
"1465" 78 0 3
"1466" 77 1 0
"1467" 123 1 3
"1468" 1025 67 4
"1469" 159 2 17
"1470" 144 2 3
"1471" 87 2 2
"1472" 784 4 12
"1473" 646 43 74
"1474" 8 1 55
"1475" 692 28 136
"1476" 348 53 130
"1477" 584 63 7
"1478" 77 0 1
"1479" 1106 91 128
"1480" 510 62 104
"1481" 1 4 22
"1482" 257 5 22
"1483" 506 63 173
"1484" 596 116 102
"1485" 801 143 168
"1486" 923 63 351
"1487" 152 3 27
"1488" 3 6 37
"1489" 149 1 11
"1490" 1 1 23
"1491" 79 0 1
"1492" 69 1 1
"1493" 209 1 1
"1494" 862 2 8
"1495" 618 31 6
"1496" 76 1 4
"1497" 683 19 134
"1498" 524 86 95
"1499" 11 98 3
"1500" 84 2 0
"1501" 878 155 91
"1502" 96 37 82
"1503" 143 1 2
"1504" 401 81 16
"1505" 138 41 10
"1506" 3 32 1
"1507" 98 2 6
"1508" 52 12 2
"1509" 90 0 6
"1510" 23 67 152
"1511" 3 23 2
"1512" 846 128 229
"1513" 529 78 37
"1514" 322 49 38
"1515" 844 202 142
"1516" 200 41 3
"1517" 443 14 13
"1518" 98 1 7
"1519" 629 81 60
"1520" 4 0 26
"1521" 4 0 50
"1522" 93 2 4
"1523" 216 4 3
"1524" 8 0 57
"1525" 117 0 4
"1526" 75 2 2
"1527" 97 2 390
"1528" 693 37 20
"1529" 582 1 1
"1530" 186 0 1
"1531" 68 0 1
"1532" 50 1 0
"1533" 166 3 1
"1534" 83 1 5
"1535" 83 1 5
"1536" 138 1 8
"1537" 10 4 57
"1538" 512 24 443
"1539" 10 3 35
"1540" 3 7 46
"1541" 128 0 3
"1542" 943 123 137
"1543" 1204 149 248
"1544" 7 11 41
"1545" 8 0 16
"1546" 7 31 5
"1547" 2 18 4
"1548" 296 45 126
"1549" 71 0 8
"1550" 7 0 25
"1551" 12 0 57
"1552" 63 9 551
"1553" 11 0 34
"1554" 23 0 38
"1555" 13 3 24
"1556" 40 1 39
"1557" 35 2 28
"1558" 15 1 36
"1559" 56 0 5
"1560" 11 0 23
"1561" 18 1 18
"1562" 886 93 77
"1563" 56 17 57
"1564" 281 24 222
"1565" 558 111 60
"1566" 73 1 4
"1567" 77 2 5
"1568" 66 0 3
"1569" 288 10 177
"1570" 1192 179 283
"1571" 94 3 1
"1572" 157 21 12
"1573" 727 78 172
"1574" 114 2 2
"1575" 74 0 0
"1576" 121 0 3
"1577" 478 14 32
"1578" 12 9 43
"1579" 2 1 17
"1580" 1 1 27
"1581" 720 44 144
"1582" 205 5 4
"1583" 103 0 1
"1584" 94 1 3
"1585" 283 2 3
"1586" 524 22 104
"1587" 199 2 15
"1588" 1720 42 317
"1589" 5 0 23
"1590" 12 19 137
"1591" 63 0 1
"1592" 700 87 18
"1593" 983 128 133
"1594" 74 0 10
"1595" 82 2 2
"1596" 349 37 92
"1597" 829 100 126
"1598" 10 43 35
"1599" 59 2 7
"1600" 9 34 22
"1601" 64 1 13
"1602" 73 1 6
"1603" 55 0 0
"1604" 75 0 1
"1605" 734 54 111
"1606" 846 65 59
"1607" 945 104 94
"1608" 945 201 151
"1609" 653 79 78
"1610" 180 4 3
"1611" 749 18 98
"1612" 23 17 132
"1613" 757 72 69
"1614" 889 121 75
"1615" 143 22 42
"1616" 546 37 39
"1617" 747 17 102
"1618" 6 7 30
"1619" 16 0 109
"1620" 27 1 42
"1621" 996 106 193
"1622" 75 1 8
"1623" 80 1 1
"1624" 6 5 22
"1625" 198 4 39
"1626" 140 3 100
"1627" 108 36 102
"1628" 105 0 2
"1629" 69 2 0
"1630" 3 3 37
"1631" 87 3 2
"1632" 987 84 180
"1633" 3 15 0
"1634" 534 114 4
"1635" 76 0 0
"1636" 11 56 5
"1637" 321 10 0
"1638" 5 1 19
"1639" 1372 238 69
"1640" 97 1 2
"1641" 107 0 1
"1642" 102 5 1
"1643" 64 0 0
"1644" 460 48 46
"1645" 53 0 0
"1646" 77 0 2
"1647" 124 0 2
"1648" 122 0 2
"1649" 84 1 0
"1650" 46 0 2
"1651" 64 0 0
"1652" 116 0 0
"1653" 3 8 25
"1654" 58 1 23
"1655" 37 20 6
"1656" 742 7 337
"1657" 723 100 157
"1658" 240 0 8
"1659" 63 2 2
"1660" 1066 119 125
"1661" 942 130 213
"1662" 1064 173 225
"1663" 517 84 58
"1664" 7 7 20
"1665" 270 17 467
"1666" 107 4 0
"1667" 95 0 1
"1668" 7 37 16
"1669" 871 154 87
"1670" 395 51 101
"1671" 573 161 52
"1672" 170 68 106
"1673" 840 113 239
"1674" 454 18 35
"1675" 73 1 1
"1676" 21 77 64
"1677" 7 21 12
"1678" 222 34 289
"1679" 657 87 136
"1680" 750 207 111
"1681" 71 10 14
"1682" 0 11 1
"1683" 849 200 159
"1684" 748 93 83
"1685" 867 130 143
"1686" 5 18 0
"1687" 9 0 41
"1688" 12 40 4
"1689" 795 182 140
"1690" 521 55 38
"1691" 705 126 80
"1692" 649 117 41
"1693" 67 1 3
"1694" 644 55 11
"1695" 75 0 5
"1696" 381 51 52
"1697" 411 30 66
"1698" 19 3 27
"1699" 599 109 164
"1700" 450 50 78
"1701" 780 134 130
"1702" 460 30 109
"1703" 9 3 28
"1704" 143 5 10
"1705" 675 127 56
"1706" 115 14 12
"1707" 9 39 87
"1708" 17 0 40
"1709" 2 13 3
"1710" 1 18 0
"1711" 723 116 55
"1712" 456 86 42
"1713" 1 2 65
"1714" 407 30 3
"1715" 525 77 8
"1716" 225 22 7
"1717" 609 82 171
"1718" 107 0 4
"1719" 403 79 32
"1720" 126 3 1
"1721" 553 47 45
"1722" 503 109 129
"1723" 7 3 28
"1724" 401 82 64
"1725" 814 207 117
"1726" 287 55 36
"1727" 1118 150 125
"1728" 7 25 7
"1729" 25 2 27
"1730" 343 155 283
"1731" 157 0 6
"1732" 112 48 19
"1733" 13 85 60
"1734" 285 32 30
"1735" 763 181 118
"1736" 714 133 130
"1737" 1196 298 204
"1738" 747 119 239
"1739" 20 3 26
"1740" 676 95 93
"1741" 536 112 117
"1742" 542 47 73
"1743" 182 0 11
"1744" 2 17 1
"1745" 2 1 34
"1746" 240 0 2
"1747" 872 103 69
"1748" 305 27 13
"1749" 956 193 71
"1750" 310 19 12
"1751" 912 202 143
"1752" 430 43 85
"1753" 844 96 27
"1754" 61 0 0
"1755" 122 1 3
"1756" 146 1 3
"1757" 1616 57 17
"1758" 4 34 0
"1759" 2 50 2
"1760" 54 0 3
"1761" 0 53 5
"1762" 430 119 36
"1763" 85 4 5
"1764" 3 65 27
"1765" 164 11 10
"1766" 765 19 16
"1767" 436 54 78
"1768" 503 78 48
"1769" 242 39 18
"1770" 97 1 1
"1771" 76 0 2
"1772" 87 1 0
"1773" 1118 275 166
"1774" 316 7 3
"1775" 33 23 17
"1776" 530 82 73
"1777" 320 7 11
"1778" 666 93 99
"1779" 7 25 80
"1780" 77 0 0
"1781" 451 47 100
"1782" 66 3 1
"1783" 548 66 253
"1784" 8 1 27
"1785" 139 0 12
"1786" 62 0 9
"1787" 731 116 93
"1788" 423 85 31
"1789" 92 5 19
"1790" 733 166 162
"1791" 13 39 32
"1792" 595 184 81
"1793" 378 78 61
"1794" 719 68 54
"1795" 288 54 54
"1796" 1121 195 133
"1797" 830 236 60
"1798" 334 38 32
"1799" 156 110 111
"1800" 471 45 118
"1801" 726 99 81
"1802" 120 75 64
"1803" 339 60 86
"1804" 455 55 134
"1805" 943 123 267
"1806" 14 6 34
"1807" 95 5 3
"1808" 812 198 128
"1809" 492 67 50
"1810" 521 108 102
"1811" 569 86 92
"1812" 1001 155 140
"1813" 254 26 27
"1814" 137 6 9
"1815" 45 5 40
"1816" 1654 220 38
"1817" 76 8 5
"1818" 51 0 3
"1819" 532 27 38
"1820" 327 4 2
"1821" 6 0 41
"1822" 6 0 20
"1823" 333 11 40
"1824" 214 11 5
"1825" 101 1 5
"1826" 403 19 10
"1827" 177 20 31
"1828" 1812 26 31
"1829" 104 2 4
"1830" 84 8 3
"1831" 272 18 11
"1832" 54 1 1
"1833" 292 13 24
"1834" 6 29 12
"1835" 738 96 86
"1836" 583 125 118
"1837" 592 31 3
"1838" 255 19 4
"1839" 849 9 14
"1840" 164 1 3
"1841" 575 4 11
"1842" 145 18 2
"1843" 15 1 49
"1844" 430 66 101
"1845" 494 96 74
"1846" 666 105 92
"1847" 3 22 10
"1848" 156 7 4
"1849" 12 1 38
"1850" 695 113 294
"1851" 724 134 66
"1852" 745 56 25
"1853" 70 1 11
"1854" 69 11 50
"1855" 241 7 21
"1856" 7 22 3
"1857" 20 21 11
"1858" 14 64 116
"1859" 106 3 6
"1860" 135 3 7
"1861" 751 151 94
"1862" 20 21 5
"1863" 7 28 2
"1864" 321 98 90
"1865" 922 101 101
"1866" 1173 53 80
"1867" 94 4 6
"1868" 12 5 19
"1869" 6 23 13
"1870" 312 18 18
"1871" 600 120 124
"1872" 6 3 28
"1873" 11 1 41
"1874" 60 8 149
"1875" 2 4 20
"1876" 15 1 61
"1877" 33 3 132
"1878" 80 99 1228
"1879" 17 1 25
"1880" 165 17 4
"1881" 6 15 3
"1882" 73 1 5
"1883" 227 44 62
"1884" 773 136 149
"1885" 18 8 32
"1886" 16 37 6
"1887" 773 124 182
"1888" 436 57 118
"1889" 804 164 99
"1890" 2 56 6
"1891" 374 6 10
"1892" 589 30 17
"1893" 734 71 123
"1894" 507 33 51
"1895" 88 1 4
"1896" 954 122 136
"1897" 409 2 12
"1898" 928 88 125
"1899" 14 6 44
"1900" 175 0 4
"1901" 1059 171 773
"1902" 24 9 42
"1903" 464 73 108
"1904" 4 20 8
"1905" 730 22 84
"1906" 73 0 7
"1907" 720 155 19
"1908" 669 38 13
"1909" 30 33 12
"1910" 61 0 0
"1911" 527 101 65
"1912" 942 195 89
"1913" 87 7 375
"1914" 130 10 16
"1915" 1 20 1
"1916" 278 25 30
"1917" 457 43 87
"1918" 722 43 47
"1919" 58 0 3
"1920" 1856 135 34
"1921" 1137 362 222
"1922" 336 98 135
"1923" 505 68 78
"1924" 605 106 49
"1925" 70 1 3
"1926" 1196 18 30
"1927" 175 40 45
"1928" 642 152 67
"1929" 530 129 64
"1930" 25 41 6
"1931" 2 11 1
"1932" 474 62 68
"1933" 110 3 0
"1934" 127 13 9
"1935" 1041 129 67
"1936" 438 77 37
"1937" 11 11 1
"1938" 2 7 79
"1939" 2 6 46
"1940" 751 111 106
"1941" 1891 275 241
"1942" 3 0 65
"1943" 550 51 85
"1944" 431 69 58
"1945" 587 143 83
"1946" 867 122 129
"1947" 10 15 3
"1948" 171 35 62
"1949" 67 3 2
"1950" 63 17 265
"1951" 197 0 0
"1952" 579 42 160
"1953" 311 24 78
"1954" 1037 143 131
"1955" 1131 14 66
"1956" 97 3 8
"1957" 739 46 37
"1958" 37 8 28
"1959" 159 22 11
"1960" 861 57 92
"1961" 112 1 6
"1962" 2 2 28
"1963" 116 27 2
"1964" 26 25 1
"1965" 139 44 6
"1966" 342 71 6
"1967" 144 8 2
"1968" 156 3 4
"1969" 666 40 77
"1970" 580 72 134
"1971" 1 31 6
"1972" 65 3 0
"1973" 5 1 23
"1974" 603 10 4
"1975" 725 72 161
"1976" 127 1 5
"1977" 1467 5 10
"1978" 57 1 2
"1979" 552 63 99
"1980" 602 109 82
"1981" 740 90 146
"1982" 932 157 110
"1983" 456 73 49
"1984" 871 132 69
"1985" 149 1 4
"1986" 1 1 14
"1987" 205 1 5
"1988" 640 90 54
"1989" 2 24 4
"1990" 751 78 14
"1991" 85 3 2
"1992" 479 121 57
"1993" 74 1 2
"1994" 68 22 2
"1995" 651 10 112
"1996" 701 110 53
"1997" 5 7 23
"1998" 210 9 24
"1999" 1771 376 339
"2000" 612 102 121
"2001" 418 71 52
"2002" 559 69 68
"2003" 291 2 22
"2004" 64 0 1
"2005" 121 0 2
"2006" 293 2 3
"2007" 98 0 1
"2008" 3 0 23
"2009" 13 0 17
"2010" 31 9 419
"2011" 3 0 24
"2012" 108 0 8
"2013" 9 19 0
"2014" 93 0 3
"2015" 95 2 23
"2016" 676 78 120
"2017" 1289 46 44
"2018" 493 8 10
"2019" 133 1 1
"2020" 217 0 1
"2021" 60 0 1
"2022" 101 0 0
"2023" 169 0 5
"2024" 31 1 18
"2025" 103 1 5
"2026" 76 3 2
"2027" 873 94 84
"2028" 1128 116 148
"2029" 117 0 44
"2030" 10 1 52
"2031" 813 118 210
"2032" 7 48 19
"2033" 384 2 77
"2034" 179 2 2
"2035" 6 31 2
"2036" 14 1 130
"2037" 6 24 0
"2038" 226 1 1
"2039" 826 77 110
"2040" 1763 92 16
"2041" 186 1 3
"2042" 98 2 1
"2043" 534 6 137
"2044" 122 2 83
"2045" 2 0 23
"2046" 405 6 3
"2047" 6 16 3
"2048" 602 190 37
"2049" 1275 107 102
"2050" 80 1 3
"2051" 1 31 5
"2052" 828 92 144
"2053" 46 0 0
"2054" 79 0 1
"2055" 1308 106 23
"2056" 82 2 3
"2057" 136 1 1
"2058" 93 1 1
"2059" 1117 195 205
"2060" 55 0 1
"2061" 63 1 1
"2062" 113 0 2
"2063" 388 36 3
"2064" 101 1 2
"2065" 52 0 0
"2066" 1467 84 118
"2067" 641 74 36
"2068" 75 0 1
"2069" 474 31 82
"2070" 909 84 125
"2071" 90 1 3
"2072" 68 0 10
"2073" 99 3 0
"2074" 76 0 4
"2075" 4 0 21
"2076" 18 0 38
"2077" 528 5 1124
"2078" 137 1 2
"2079" 61 2 0
"2080" 167 3 3
"2081" 953 99 25
"2082" 71 0 2
"2083" 82 2 1
"2084" 6 0 25
"2085" 878 121 53
"2086" 67 1 2
"2087" 176 0 15
"2088" 32 1 162
"2089" 1131 149 75
"2090" 1 0 21
"2091" 211 1 1
"2092" 119 7 4
"2093" 544 42 40
"2094" 4 0 31
"2095" 3 13 95
"2096" 111 0 2
"2097" 821 91 62
"2098" 93 0 8
"2099" 1061 145 135
"2100" 136 11 18
"2101" 450 27 132
"2102" 84 0 0
"2103" 157 8 8
"2104" 80 0 2
"2105" 80 1 2
"2106" 1258 76 86
"2107" 145 0 1
"2108" 257 1 4
"2109" 1053 44 36
"2110" 5 0 25
"2111" 178 0 2
"2112" 118 3 11
"2113" 84 0 7
"2114" 71 0 35
"2115" 647 45 149
"2116" 727 105 132
"2117" 112 1 1
"2118" 52 2 0
"2119" 48 1 27
"2120" 11 7 145
"2121" 3 2 51
"2122" 25 3 188
"2123" 1 13 48
"2124" 94 0 2
"2125" 104 0 2
"2126" 48 1 0
"2127" 69 1 0
"2128" 85 2 0
"2129" 105 1 0
"2130" 1324 29 5
"2131" 77 0 0
"2132" 60 0 1
"2133" 99 0 1
"2134" 698 28 4
"2135" 1 0 29
"2136" 1082 58 47
"2137" 59 0 2
"2138" 70 2 3
"2139" 144 6 2
"2140" 341 2 5
"2141" 92 0 0
"2142" 81 1 4
"2143" 88 1 0
"2144" 71 3 0
"2145" 113 1 1
"2146" 84 0 1
"2147" 13 53 2
"2148" 3 0 17
"2149" 511 33 49
"2150" 17 3 14
"2151" 91 0 0
"2152" 61 1 0
"2153" 504 41 2
"2154" 60 0 0
"2155" 812 86 44
"2156" 76 3 1
"2157" 84 0 3
"2158" 3 0 27
"2159" 1196 89 172
"2160" 4 2 22
"2161" 5 1 33
"2162" 404 84 28
"2163" 353 1 9
"2164" 60 1 1
"2165" 10 82 2
"2166" 91 0 8
"2167" 399 44 51
"2168" 386 41 69
"2169" 883 171 129
"2170" 10 2 39
"2171" 563 48 77
"2172" 479 59 18
"2173" 839 150 132
"2174" 571 81 74
"2175" 801 110 65
"2176" 9 15 2
"2177" 193 15 2
"2178" 90 1 1
"2179" 738 106 74
"2180" 732 169 77
"2181" 6 0 18
"2182" 129 1 2
"2183" 8 3 34
"2184" 674 109 141
"2185" 1 8 22
"2186" 63 0 2
"2187" 550 108 82
"2188" 9 138 1
"2189" 755 44 107
"2190" 76 2 7
"2191" 503 122 43
"2192" 44 0 12
"2193" 322 35 102
"2194" 972 53 21
"2195" 124 1 4
"2196" 2167 43 18
"2197" 76 0 1
"2198" 55 0 5
"2199" 196 4 3
"2200" 1 0 38
"2201" 159 1 6
"2202" 2 1 25
"2203" 5 18 0
"2204" 899 152 102
"2205" 1 1 16
"2206" 12 4 30
"2207" 10 3 42
"2208" 585 112 221
"2209" 75 0 2
"2210" 43 1 22
"2211" 30 4 18
"2212" 7 1 138
"2213" 62 0 1
"2214" 813 95 5
"2215" 130 0 6
"2216" 725 112 97
"2217" 2 1 23
"2218" 60 1 0
"2219" 4 2 21
"2220" 1436 321 173
"2221" 3 0 14
"2222" 206 6 30
"2223" 196 4 3
"2224" 631 80 80
"2225" 7 16 4
"2226" 0 13 1
"2227" 725 98 177
"2228" 462 29 92
"2229" 12 3 344
"2230" 25 10 292
"2231" 1334 88 13
"2232" 337 6 14
"2233" 195 2 6
"2234" 4 56 6
"2235" 810 175 110
"2236" 944 131 86
"2237" 87 0 1
"2238" 64 0 0
"2239" 684 98 64
"2240" 80 0 7
"2241" 2 15 3
"2242" 234 0 4
"2243" 7 25 1
"2244" 4 23 3
"2245" 699 26 7
"2246" 797 55 8
"2247" 1346 15 8
"2248" 1 20 1
"2249" 1 17 1
"2250" 83 1 0
"2251" 613 59 63
"2252" 57 2 0
"2253" 71 1 1
"2254" 149 0 2
"2255" 14 2 28
"2256" 63 0 10
"2257" 80 0 4
"2258" 124 1 4
"2259" 2 16 3
"2260" 1140 272 183
"2261" 15 5 23
"2262" 1476 203 254
"2263" 139 0 4
"2264" 67 1 0
"2265" 0 0 14
"2266" 641 90 52
"2267" 242 26 48
"2268" 157 2 8
"2269" 78 13 53
"2270" 99 0 0
"2271" 148 2 3
"2272" 32 0 30
"2273" 3 1 33
"2274" 6 18 3
"2275" 257 1 1
"2276" 5 68 4
"2277" 615 94 109
"2278" 67 0 3
"2279" 214 112 21
"2280" 61 0 1
"2281" 145 1 0
"2282" 543 55 82
"2283" 1302 97 108
"2284" 134 11 84
"2285" 682 77 23
"2286" 108 6 2
"2287" 5 29 0
"2288" 74 1 0
"2289" 66 0 0
"2290" 111 1 0
"2291" 576 111 129
"2292" 102 0 1
"2293" 603 76 81
"2294" 102 2 1
"2295" 4 0 33
"2296" 11 0 58
"2297" 51 9 395
"2298" 2 6 23
"2299" 87 0 2
"2300" 196 6 6
"2301" 0 24 3
"2302" 21 21 2
"2303" 287 0 4
"2304" 803 62 94
"2305" 3 18 2
"2306" 109 2 0
"2307" 509 72 71
"2308" 3 16 3
"2309" 1054 139 21
"2310" 540 36 97
"2311" 557 77 67
"2312" 110 0 9
"2313" 118 0 0
"2314" 1 18 3
"2315" 109 3 3
"2316" 652 118 88
"2317" 149 2 0
"2318" 1096 103 84
"2319" 149 0 7
"2320" 101 3 3
"2321" 361 17 11
"2322" 120 3 7
"2323" 72 1 0
"2324" 336 4 95
"2325" 66 0 1
"2326" 75 3 2
"2327" 26 2 15
"2328" 248 3 2
"2329" 93 0 1
"2330" 234 7 4
"2331" 961 78 11
"2332" 502 127 95
"2333" 526 139 89
"2334" 985 177 141
"2335" 507 66 99
"2336" 334 11 11
"2337" 1147 176 19
"2338" 74 0 2
"2339" 460 14 52
"2340" 639 72 129
"2341" 579 69 27
"2342" 4 18 4
"2343" 358 72 8
"2344" 199 4 24
"2345" 636 116 122
"2346" 1184 72 69
"2347" 303 10 10
"2348" 121 3 4
"2349" 82 1 2
"2350" 78 2 1
"2351" 458 0 2
"2352" 104 2 4
"2353" 13 91 28
"2354" 611 152 128
"2355" 927 166 120
"2356" 762 75 110
"2357" 0 27 49
"2358" 724 76 200
"2359" 730 55 86
"2360" 798 163 73
"2361" 743 152 106
"2362" 815 87 56
"2363" 495 65 161
"2364" 586 60 131
"2365" 529 65 75
"2366" 736 51 25
"2367" 491 122 112
"2368" 282 14 21
"2369" 644 75 14
"2370" 3 1 22
"2371" 552 120 63
"2372" 5 7 28
"2373" 1 3 18
"2374" 956 159 253
"2375" 832 157 151
"2376" 140 2 4
"2377" 633 101 80
"2378" 12 0 30
"2379" 2 30 10
"2380" 4 6 26
"2381" 10 89 7
"2382" 7 3 25
"2383" 0 2 19
"2384" 506 88 284
"2385" 2 40 26
"2386" 349 24 82
"2387" 227 34 2
"2388" 72 2 5
"2389" 56 9 28
"2390" 299 23 39
"2391" 67 0 1
"2392" 1329 127 154
"2393" 2 33 5
"2394" 681 83 169
"2395" 573 18 28
"2396" 5 28 0
"2397" 1153 61 88
"2398" 757 69 258
"2399" 12 0 35
"2400" 2 22 1
"2401" 50 0 0
"2402" 76 0 4
"2403" 91 3 0
"2404" 81 0 3
"2405" 90 2 2
"2406" 2 15 1
"2407" 13 13 3
"2408" 581 59 65
"2409" 2 14 7
"2410" 15 94 132
"2411" 1 31 15
"2412" 15 4 45
"2413" 27 21 203
"2414" 76 2 11
"2415" 446 57 50
"2416" 411 21 116
"2417" 260 10 5
"2418" 99 0 2
"2419" 5 31 6
"2420" 523 90 128
"2421" 793 111 121
"2422" 585 50 132
"2423" 326 14 4
"2424" 67 20 9
"2425" 107 2 2
"2426" 914 144 133
"2427" 828 131 68
"2428" 76 0 1
"2429" 167 1 1
"2430" 107 1 1
"2431" 121 2 2
"2432" 73 0 0
"2433" 68 0 1
"2434" 79 1 2
"2435" 827 477 224
"2436" 285 218 125
"2437" 149 72 113
"2438" 1487 686 266
"2439" 390 35 44
"2440" 591 100 84
"2441" 642 17 5
"2442" 65 0 1
"2443" 2 15 2
"2444" 65 0 2
"2445" 301 33 45
"2446" 7 0 24
"2447" 574 86 31
"2448" 430 45 45
"2449" 18 62 16
"2450" 4 24 2
"2451" 1126 10 114
"2452" 95 0 1
"2453" 63 1 1
"2454" 755 74 162
"2455" 670 64 139
"2456" 1228 58 379
"2457" 9 1 35
"2458" 569 98 134
"2459" 1121 262 200
"2460" 19 21 0
"2461" 164 2 1
"2462" 4 24 8
"2463" 683 85 99
"2464" 146 31 4
"2465" 199 35 13
"2466" 5 15 1
"2467" 875 109 61
"2468" 6 14 1
"2469" 934 135 206
"2470" 443 52 10
"2471" 266 59 6
"2472" 1044 101 67
"2473" 16 39 49
"2474" 700 118 94
"2475" 97 1 1
"2476" 72 0 0
"2477" 6 14 1
"2478" 862 72 118
"2479" 92 0 3
"2480" 2 12 2
"2481" 677 62 114
"2482" 448 49 125
"2483" 120 0 2
"2484" 2 66 3
"2485" 691 77 77
"2486" 66 1 2
"2487" 654 5 5
"2488" 80 0 1
"2489" 126 0 2
"2490" 93 1 0
"2491" 174 3 1
"2492" 152 31 32
"2493" 584 77 76
"2494" 213 0 2
"2495" 93 2 3
"2496" 161 1 2
"2497" 9 23 1
"2498" 980 88 6
"2499" 1571 28 6
"2500" 701 125 147
"2501" 864 136 10
"2502" 562 37 75
"2503" 203 3 5
"2504" 97 5 1
"2505" 107 1 4
"2506" 58 2 0
"2507" 184 1 3
"2508" 875 83 84
"2509" 531 72 107
"2510" 703 99 262
"2511" 97 1 7
"2512" 673 126 121
"2513" 587 77 31
"2514" 690 88 177
"2515" 555 34 66
"2516" 124 2 0
"2517" 4 21 2
"2518" 71 6 0
"2519" 187 3 5
"2520" 65 4 1
"2521" 123 0 0
"2522" 1011 12 6
"2523" 5 2 38
"2524" 1007 145 90
"2525" 4 2 36
"2526" 466 83 75
"2527" 542 50 91
"2528" 133 0 0
"2529" 408 37 114
"2530" 70 0 0
"2531" 561 63 103
"2532" 126 1 4
"2533" 105 1 0
"2534" 2423 68 16
"2535" 81 2 0
"2536" 107 1 3
"2537" 147 3 1
"2538" 240 4 13
"2539" 888 50 15
"2540" 88 2 1
"2541" 289 4 0
"2542" 1943 141 153
"2543" 667 61 71
"2544" 109 2 4
"2545" 39 0 32
"2546" 92 40 424
"2547" 182 0 5
"2548" 55 0 0
"2549" 31 1 33
"2550" 20 2 22
"2551" 2311 12 14
"2552" 249 1 1
"2553" 236 13 39
"2554" 1042 50 71
"2555" 555 102 56
"2556" 85 1 3
"2557" 72 1 1
"2558" 1631 85 44
"2559" 17 3 60
"2560" 21 21 4
"2561" 392 95 29
"2562" 243 0 40
"2563" 13 20 5
"2564" 13 18 9
"2565" 169 1 8
"2566" 38 3 108
"2567" 1072 92 63
"2568" 1425 11 10
"2569" 91 0 6
